N_TASKS;N_EDGES;N_PES;N_SLOTS;N_SCHEDS;PE1_MAP;PE2_MAP;PE3_MAP;PE4_MAP;PE5_MAP;PE6_MAP;PE1_FREQ;PE2_FREQ;PE3_FREQ;PE4_FREQ;PE5_FREQ;PE6_FREQ;PE1_MEM;PE2_MEM;PE3_MEM;PE4_MEM;PE5_MEM;PE6_MEM;PE1_SLOTS;PE2_SLOTS;PE3_SLOTS;PE4_SLOTS;PE5_SLOTS;PE6_SLOTS;T1_MAP;T2_MAP;T3_MAP;T4_MAP;T5_MAP;T6_MAP;T7_MAP;T8_MAP;BE1_MAP;BE2_MAP;BE3_MAP;TASK_SCHED;COMM_SCHED;PE1_MEMCONS;PE2_MEMCONS;PE3_MEMCONS;PE4_MEMCONS;PE5_MEMCONS;PE6_MEMCONS;PE1_USAGE;PE2_USAGE;PE3_USAGE;PE4_USAGE;PE5_USAGE;PE6_USAGE;APP1_NORM_PERIOD;cluster;
8;11;6;6;6;(1-0-0-0-0-0);(0-1-0-0-0-0);(0-0-1-0-0-0);(0-0-0-1-0-0);(0-0-0-0-1-0);(0-0-0-0-0-1);50;50;50;50;50;50;512000000;512000000;512000000;512000000;512000000;512000000;1;1;1;0;0;0;(1-0-0-0-0-0);(1-0-0-0-0-0);(0-1-0-0-0-0);(0-1-0-0-0-0);(0-0-1-0-0-0);(0-0-1-0-0-0);(0-0-0-1-0-0);(0-0-0-1-0-0);dummy;@1-2-3-4-5-6-7-8@;@9-6-8-1-3-4-7-10-2-5-11@;660;788;1204;580;0;0;0.00988592;0.0885512;1;0.000924931;0;0;8670920;0;
8;11;6;6;6;(1-0-0-0-0-0);(0-1-0-0-0-0);(0-0-1-0-0-0);(0-0-0-1-0-0);(0-0-0-0-1-0);(0-0-0-0-0-1);50;50;50;50;50;50;512000000;512000000;512000000;512000000;512000000;512000000;1;1;1;0;0;0;(1-0-0-0-0-0);(1-0-0-0-0-0);(0-1-0-0-0-0);(0-1-0-0-0-0);(0-0-1-0-0-0);(0-0-1-0-0-0);(0-0-0-1-0-0);(0-0-0-1-0-0);dummy;@1-2-3-4-5-6-7-8@;@9-6-8-1-3-4-10-7-2-5-11@;660;788;1204;580;0;0;0.00988592;0.0885512;1;0.000924931;0;0;8670920;0;
8;11;6;6;6;(1-0-0-0-0-0);(0-1-0-0-0-0);(0-0-1-0-0-0);(0-0-0-1-0-0);(0-0-0-0-1-0);(0-0-0-0-0-1);50;50;50;50;50;50;512000000;512000000;512000000;512000000;512000000;512000000;1;1;1;1;0;0;(1-0-0-0-0-0);(1-0-0-0-0-0);(0-1-0-0-0-0);(0-1-0-0-0-0);(0-0-1-0-0-0);(0-0-1-0-0-0);(0-0-0-1-0-0);(0-0-0-0-1-0);dummy;@1-2-3-4-5-6-7-8@;@9-6-8-1-3-4-7-10-11-2-5@;660;788;1204;314;266;0;0.00988592;0.0885512;1;0.000463619;0.000461312;0;8670920;0;
8;11;6;6;6;(1-0-0-0-0-0);(0-1-0-0-0-0);(0-0-1-0-0-0);(0-0-0-1-0-0);(0-0-0-0-1-0);(0-0-0-0-0-1);50;50;50;50;50;50;512000000;512000000;512000000;512000000;512000000;512000000;1;1;1;1;0;0;(1-0-0-0-0-0);(1-0-0-0-0-0);(0-1-0-0-0-0);(0-1-0-0-0-0);(0-0-1-0-0-0);(0-0-1-0-0-0);(0-0-0-1-0-0);(0-0-0-0-1-0);dummy;@1-2-3-4-5-6-7-8@;@9-6-8-1-3-4-10-7-11-2-5@;660;788;1204;314;266;0;0.00988592;0.0885512;1;0.000463619;0.000461312;0;8670920;0;
8;11;6;6;6;(1-0-0-0-0-0);(0-1-0-0-0-0);(0-0-1-0-0-0);(0-0-0-1-0-0);(0-0-0-0-1-0);(0-0-0-0-0-1);50;50;50;50;50;50;512000000;512000000;512000000;512000000;512000000;512000000;1;1;1;1;0;0;(1-0-0-0-0-0);(1-0-0-0-0-0);(0-1-0-0-0-0);(0-1-0-0-0-0);(0-0-1-0-0-0);(0-0-0-1-0-0);(0-0-1-0-0-0);(0-0-1-0-0-0);dummy;@1-2-3-4-5-7-8-6@;@9-6-8-1-3-4-5-7-10-2-11@;660;788;1278;506;0;0;0.00986961;0.0884051;0.993881;0.00539305;0;0;8685249;0;
8;11;6;6;6;(1-0-0-0-0-0);(0-1-0-0-0-0);(0-0-1-0-0-0);(0-0-0-1-0-0);(0-0-0-0-1-0);(0-0-0-0-0-1);50;50;50;50;50;50;512000000;512000000;512000000;512000000;512000000;512000000;1;1;1;0;0;0;(1-0-0-0-0-0);(0-1-0-0-0-0);(1-0-0-0-0-0);(1-0-0-0-0-0);(0-0-1-0-0-0);(0-0-1-0-0-0);(0-0-0-1-0-0);(0-0-0-1-0-0);dummy;@1-3-4-2-5-6-7-8@;@9-1-3-4-6-8-7-10-2-5-11@;1038;410;1204;580;0;0;0.0934157;0.00502138;1;0.000924931;0;0;8670920;0;
8;11;6;6;6;(1-0-0-0-0-0);(0-1-0-0-0-0);(0-0-1-0-0-0);(0-0-0-1-0-0);(0-0-0-0-1-0);(0-0-0-0-0-1);50;50;50;50;50;50;512000000;512000000;512000000;512000000;512000000;512000000;1;1;1;1;0;0;(1-0-0-0-0-0);(1-0-0-0-0-0);(0-1-0-0-0-0);(0-1-0-0-0-0);(0-0-1-0-0-0);(0-0-0-1-0-0);(0-0-1-0-0-0);(0-0-1-0-0-0);dummy;@1-2-3-4-5-7-8-6@;@9-6-8-1-3-4-5-10-7-2-11@;660;788;1278;506;0;0;0.00987429;0.088447;0.994352;0.00539561;0;0;8681128;0;
8;11;6;6;6;(1-0-0-0-0-0);(0-1-0-0-0-0);(0-0-1-0-0-0);(0-0-0-1-0-0);(0-0-0-0-1-0);(0-0-0-0-0-1);50;50;50;50;50;50;512000000;512000000;512000000;512000000;512000000;512000000;1;1;1;0;0;0;(1-0-0-0-0-0);(0-1-0-0-0-0);(1-0-0-0-0-0);(1-0-0-0-0-0);(0-0-1-0-0-0);(0-0-1-0-0-0);(0-0-0-1-0-0);(0-0-0-1-0-0);dummy;@1-3-4-2-5-6-7-8@;@9-1-3-4-6-8-10-7-2-5-11@;1038;410;1204;580;0;0;0.0934157;0.00502138;1;0.000924931;0;0;8670920;0;
8;11;6;6;6;(1-0-0-0-0-0);(0-1-0-0-0-0);(0-0-1-0-0-0);(0-0-0-1-0-0);(0-0-0-0-1-0);(0-0-0-0-0-1);50;50;50;50;50;50;512000000;512000000;512000000;512000000;512000000;512000000;1;1;1;0;0;0;(1-0-0-0-0-0);(1-0-0-0-0-0);(0-1-0-0-0-0);(0-1-0-0-0-0);(0-0-1-0-0-0);(0-0-1-0-0-0);(0-0-1-0-0-0);(0-0-1-0-0-0);dummy;@1-2-3-4-5-6-7-8@;@9-6-8-1-3-4-7-2-5-10-11@;660;788;1784;0;0;0;0.00987678;0.0884693;1;0;0;0;8678940;0;
8;11;6;6;6;(1-0-0-0-0-0);(0-1-0-0-0-0);(0-0-1-0-0-0);(0-0-0-1-0-0);(0-0-0-0-1-0);(0-0-0-0-0-1);50;50;50;50;50;50;512000000;512000000;512000000;512000000;512000000;512000000;1;1;0;0;0;0;(1-0-0-0-0-0);(1-0-0-0-0-0);(1-0-0-0-0-0);(1-0-0-0-0-0);(0-1-0-0-0-0);(0-1-0-0-0-0);(0-0-1-0-0-0);(0-0-1-0-0-0);dummy;@3-4-1-2-5-6-7-8@;@1-3-4-9-6-8-7-10-2-5-11@;1448;1204;580;0;0;0;0.0984371;1;0.000924931;0;0;0;8670920;0;
8;11;6;6;6;(1-0-0-0-0-0);(0-1-0-0-0-0);(0-0-1-0-0-0);(0-0-0-1-0-0);(0-0-0-0-1-0);(0-0-0-0-0-1);50;50;50;50;50;50;512000000;512000000;512000000;512000000;512000000;512000000;1;1;0;0;0;0;(1-0-0-0-0-0);(1-0-0-0-0-0);(1-0-0-0-0-0);(1-0-0-0-0-0);(0-1-0-0-0-0);(0-1-0-0-0-0);(0-0-1-0-0-0);(0-0-1-0-0-0);dummy;@3-4-1-2-5-6-7-8@;@1-3-4-9-6-8-10-7-2-5-11@;1448;1204;580;0;0;0;0.0984371;1;0.000924931;0;0;0;8670920;0;
8;11;6;6;6;(1-0-0-0-0-0);(0-1-0-0-0-0);(0-0-1-0-0-0);(0-0-0-1-0-0);(0-0-0-0-1-0);(0-0-0-0-0-1);50;50;50;50;50;50;512000000;512000000;512000000;512000000;512000000;512000000;1;1;1;1;0;0;(1-0-0-0-0-0);(1-0-0-0-0-0);(0-1-0-0-0-0);(0-1-0-0-0-0);(0-0-1-0-0-0);(0-0-0-1-0-0);(0-0-1-0-0-0);(0-0-0-0-1-0);dummy;@1-2-3-4-5-7-6-8@;@9-6-8-1-3-4-5-11-7-10-2@;660;788;1012;506;266;0;0.00987416;0.0884458;0.993878;0.00539554;0.000460763;0;8681249;0;
8;11;6;6;6;(1-0-0-0-0-0);(0-1-0-0-0-0);(0-0-1-0-0-0);(0-0-0-1-0-0);(0-0-0-0-1-0);(0-0-0-0-0-1);50;50;50;50;50;50;512000000;512000000;512000000;512000000;512000000;512000000;1;1;1;1;0;0;(1-0-0-0-0-0);(1-0-0-0-0-0);(0-1-0-0-0-0);(0-1-0-0-0-0);(0-0-1-0-0-0);(0-0-0-1-0-0);(0-0-1-0-0-0);(0-0-0-0-1-0);dummy;@1-2-3-4-5-7-6-8@;@9-6-8-1-3-4-5-11-10-7-2@;660;788;1012;506;266;0;0.00987884;0.0884878;0.99435;0.0053981;0.000460982;0;8677128;0;
