# instr freq.
[118-118) 0
[118-118) 0
[118-118) 0
[118-118) 0
[118-118) 0
[118-118) 0
[118-118) 0
[118-118) 0
[118-118) 0
[118-118) 0
[118-118) 0
[118-118) 0
[118-118) 0
[118-118) 0
[118-118) 0
[118-118) 0
[118-118) 0
[118-118) 0
[118-118) 0
[118-118] 10000000
